provinsi,cluster,cluster_name,komoditas,tahun,produksi,median_cluster,selisih_dengan_median_cluster
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Padi,2025,1615200.0,1382697.0,232503.0
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Jagung,2024,52249.4,293052.3,-240802.9
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Alpukat,2025,122079.168,15818.154,106261.01400000001
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Anggur,2025,1.85,13.408,-11.558
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Apel,2025,66.19,0.1,66.09
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Belimbing,2025,2247.038,534.188,1712.85
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Duku Langsat Kokosan,2025,5482.569,4868.984,613.585
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Durian,2025,58496.921,50551.826,7945.095000000001
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Jambu Air,2025,4929.351000000001,3459.0160000000005,1470.335
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Jambu Biji,2025,6060.844999999999,5101.7300000000005,959.1149999999989
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Jengkol,2025,19114.44,4621.794,14492.645999999999
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Jeruk Besar,2025,6188.035,353.255,5834.78
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Jeruk Siam Keprok,2025,55383.575,29358.92,26024.655
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Mangga,2025,23588.604,23588.604,0.0
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Manggis,2025,7091.485000000001,6179.477,912.0080000000007
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Melinjo,2025,28475.392,749.5899999999999,27725.802
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Nangka Cempedak,2025,9195.556,12718.634,-3523.0779999999995
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Nenas,2025,12465.345,17836.272,-5370.9270000000015
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Pepaya,2025,41842.243,30850.583,10991.660000000003
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Petai,2025,2181.9990000000003,2337.795,-155.79599999999982
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Pisang,2025,46517.179,134617.75,-88100.571
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Rambutan,2025,71187.75,10445.254,60742.496
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Salak,2025,455.59,1338.267,-882.6770000000001
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Sawo,2025,2592.3630000000003,2752.802,-160.43899999999985
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Sirsak,2025,1160.267,1601.452,-441.18499999999995
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Sukun,2025,1617.9,1617.9,0.0
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Buah Naga,2025,375.34,3801.609,-3426.269
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Jeruk Lemon,2025,966.505,966.505,0.0
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Lengkeng,2025,510.205,510.205,0.0
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Bawang Daun,2025,687.5600000000001,4013.352,-3325.792
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Bawang Merah,2025,13281.55,13281.55,0.0
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Bawang Putih,2025,0.0,0.2,-0.2
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Bayam,2025,5040.372,4230.219,810.1530000000002
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Buncis,2025,211.8,4233.31,-4021.51
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Cabai Rawit,2025,112302.144,27280.977000000003,85021.167
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Kacang Panjang,2025,13674.242000000002,7758.957,5915.285000000002
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Kangkung,2025,7586.144999999999,7019.041,567.1039999999985
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Kembang Kol,2025,450.1,801.15,-351.04999999999995
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Kentang,2025,7560.655000000001,2162.4,5398.255000000001
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Ketimun,2025,16575.038,6146.168,10428.87
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Kubis,2025,1374.1,11576.85,-10202.75
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Labu Siam,2025,894.1,7958.75,-7064.65
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Melon,2025,300.1,830.5649999999999,-530.4649999999999
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Paprika,2025,7.0,3.0,4.0
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Petsai Sawi,2025,2660.402,11414.652,-8754.25
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Semangka,2025,7877.45,9174.8,-1297.3499999999995
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Stroberi,2025,26.3,26.3,0.0
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Terung,2025,9484.551,12491.988,-3007.437
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Tomat,2025,10211.23,23964.93,-13753.7
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Wortel,2025,44.6,6627.95,-6583.349999999999
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Cabai Besar Tw Teropong,2025,129.25,2973.547,-2844.297
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Cabai Keriting,2025,184095.024,15893.857,168201.16700000002
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Jamur Tiram,2025,2.201,104.339,-102.138
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Jamur Merang,2025,1.576,0.0,1.576
Aceh,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Jamur Lainnya,2025,0.02,0.0,0.02
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Padi,2025,587866.0,1382697.0,-794831.0
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Jagung,2024,39055.43,293052.3,-253996.87
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Alpukat,2025,4852.874,15818.154,-10965.28
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Anggur,2025,19111.885,13.408,19098.477
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Apel,2025,0.0,0.1,-0.1
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Belimbing,2025,421.988,534.188,-112.19999999999999
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Duku Langsat Kokosan,2025,516.8050000000001,4868.984,-4352.179
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Durian,2025,29744.094,50551.826,-20807.732
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Jambu Air,2025,825.0690000000001,3459.0160000000005,-2633.9470000000006
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Jambu Biji,2025,2792.473,5101.7300000000005,-2309.2570000000005
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Jengkol,2025,0.7,4621.794,-4621.094
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Jeruk Besar,2025,353.255,353.255,0.0
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Jeruk Siam Keprok,2025,109585.369,29358.92,80226.44900000001
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Mangga,2025,62127.85799999999,23588.604,38539.25399999999
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Manggis,2025,8493.824,6179.477,2314.3470000000007
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Melinjo,2025,305.43600000000004,749.5899999999999,-444.1539999999999
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Nangka Cempedak,2025,19644.368,12718.634,6925.733999999999
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Nenas,2025,381.484,17836.272,-17454.788
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Pepaya,2025,8193.265,30850.583,-22657.318
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Petai,2025,5.26,2337.795,-2332.535
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Pisang,2025,134617.75,134617.75,0.0
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Rambutan,2025,9619.908,10445.254,-825.3460000000014
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Salak,2025,27093.948,1338.267,25755.681
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Sawo,2025,2752.802,2752.802,0.0
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Sirsak,2025,247.022,1601.452,-1354.43
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Sukun,2025,237.793,1617.9,-1380.107
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Buah Naga,2025,2377.661,3801.609,-1423.9479999999999
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Jeruk Lemon,2025,982.89,966.505,16.38499999999999
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Lengkeng,2025,114.79,510.205,-395.41499999999996
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Bawang Daun,2025,368.22,4013.352,-3645.1319999999996
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Bawang Merah,2025,39906.95,13281.55,26625.399999999998
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Bawang Putih,2025,3.555,0.2,3.355
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Bayam,2025,869.993,4230.219,-3360.226
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Buncis,2025,4529.423000000001,4233.31,296.1130000000003
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Cabai Rawit,2025,27280.977000000003,27280.977000000003,0.0
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Kacang Panjang,2025,4325.092,7758.957,-3433.8650000000007
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Kangkung,2025,5172.744000000001,7019.041,-1846.2969999999996
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Kembang Kol,2025,187.995,801.15,-613.155
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Kentang,2025,229.3,2162.4,-1933.1000000000001
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Ketimun,2025,5646.874,6146.168,-499.29399999999987
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Kubis,2025,11576.85,11576.85,0.0
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Labu Siam,2025,17014.629999999997,7958.75,9055.879999999997
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Melon,2025,210.577,830.5649999999999,-619.9879999999999
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Paprika,2025,227.13,3.0,224.13
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Petsai Sawi,2025,14155.838,11414.652,2741.1859999999997
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Semangka,2025,19079.592,9174.8,9904.792000000001
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Stroberi,2025,451.47,26.3,425.17
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Terung,2025,1911.642,12491.988,-10580.346
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Tomat,2025,7735.778,23964.93,-16229.152
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Wortel,2025,543.4,6627.95,-6084.55
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Cabai Besar Tw Teropong,2025,5544.585,2973.547,2571.038
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Cabai Keriting,2025,0.137,15893.857,-15893.72
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Jamur Tiram,2025,50.601,104.339,-53.738
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Jamur Merang,2025,0.215,0.0,0.215
Bali,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Jamur Lainnya,2025,0.525,0.0,0.525
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Padi,2025,1774017.0,302148.0,1471869.0
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Jagung,2024,12677.14,10129.869999999999,2547.2700000000004
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Alpukat,2025,5207.389,915.872,4291.517
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Anggur,2025,22.25,3.929,18.321
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Apel,2025,0.0,0.0,0.0
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Belimbing,2025,640.024,382.85699999999997,257.16700000000003
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Duku Langsat Kokosan,2025,10759.935,5426.088,5333.847
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Durian,2025,52242.806,11078.991,41163.814999999995
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Jambu Air,2025,4802.729,1044.969,3757.76
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Jambu Biji,2025,5081.849,1887.7305000000001,3194.1185
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Jengkol,2025,13295.708,558.8225,12736.8855
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Jeruk Besar,2025,10.63,104.0915,-93.4615
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Jeruk Siam Keprok,2025,929.232,6858.23,-5928.998
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Mangga,2025,29626.837,5644.977500000001,23981.8595
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Manggis,2025,43118.815,613.4375,42505.3775
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Melinjo,2025,37631.05,197.5325,37433.5175
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Nangka Cempedak,2025,4667.956,6747.8255,-2079.8695
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Nenas,2025,206.714,4922.494,-4715.78
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Pepaya,2025,16309.004,13265.7045,3043.299500000001
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Petai,2025,15983.762,1136.0149999999999,14847.747000000001
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Pisang,2025,337551.1,63802.330500000004,273748.7695
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Rambutan,2025,29131.21,13072.754,16058.455999999998
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Salak,2025,1398.365,1462.0205,-63.655500000000075
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Sawo,2025,2137.563,1063.2655,1074.2975000000001
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Sirsak,2025,4437.527,821.9984999999999,3615.5285000000003
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Sukun,2025,5766.280000000001,1753.6075,4012.6725000000006
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Buah Naga,2025,50.586,983.7665,-933.1804999999999
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Jeruk Lemon,2025,166.29000000000002,177.762,-11.47199999999998
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Lengkeng,2025,123.047,207.51850000000002,-84.47150000000002
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Bawang Daun,2025,201.36,466.87449999999995,-265.51449999999994
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Bawang Merah,2025,1395.076,208.027,1187.049
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Bawang Putih,2025,0.0,0.0,0.0
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Bayam,2025,7642.513000000001,2889.3695,4753.143500000001
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Buncis,2025,43.63,356.7145,-313.0845
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Cabai Rawit,2025,7621.336999999999,6465.9985,1155.338499999999
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Kacang Panjang,2025,4009.93,3108.3365000000003,901.5934999999995
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Kangkung,2025,10552.912,4972.4765,5580.4355000000005
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Kembang Kol,2025,0.0,0.0025,-0.0025
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Kentang,2025,0.0,0.0,0.0
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Ketimun,2025,4759.972,3745.6745,1014.2974999999997
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Kubis,2025,58.9,0.28900000000000003,58.611
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Labu Siam,2025,113.05,118.418,-5.368000000000009
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Melon,2025,257.66,306.0095,-48.34949999999998
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Paprika,2025,0.0,0.0,0.0
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Petsai Sawi,2025,8681.547999999999,2681.268,6000.279999999999
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Semangka,2025,824.5,2793.1945,-1968.6945
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Stroberi,2025,0.0,0.0,0.0
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Terung,2025,1643.572,4316.5445,-2672.9725
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Tomat,2025,496.371,1944.5935,-1448.2224999999999
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Wortel,2025,135.0,0.0,135.0
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Cabai Besar Tw Teropong,2025,321.332,1120.684,-799.352
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Cabai Keriting,2025,7521.563,3350.4399999999996,4171.1230000000005
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Jamur Tiram,2025,107.917,56.42,51.497
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Jamur Merang,2025,0.2,0.0,0.2
Banten,3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Jamur Lainnya,2025,26.0,0.005,25.995
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Padi,2025,266567.0,1382697.0,-1116130.0
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Jagung,2024,62876.83,293052.3,-230175.46999999997
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Alpukat,2025,8226.831,15818.154,-7591.323
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Anggur,2025,3.5,13.408,-9.908
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Apel,2025,4.464,0.1,4.364000000000001
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Belimbing,2025,197.507,534.188,-336.681
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Duku Langsat Kokosan,2025,493.97,4868.984,-4375.014
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Durian,2025,15432.825,50551.826,-35119.001000000004
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Jambu Air,2025,682.9399999999999,3459.0160000000005,-2776.0760000000005
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Jambu Biji,2025,1846.095,5101.7300000000005,-3255.635
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Jengkol,2025,4621.794,4621.794,0.0
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Jeruk Besar,2025,6.7,353.255,-346.555
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Jeruk Siam Keprok,2025,14800.966,29358.92,-14557.953999999998
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Mangga,2025,3833.905,23588.604,-19754.699
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Manggis,2025,4652.932,6179.477,-1526.545
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Melinjo,2025,249.659,749.5899999999999,-499.9309999999999
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Nangka Cempedak,2025,3932.293,12718.634,-8786.341
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Nenas,2025,128.261,17836.272,-17708.011000000002
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Pepaya,2025,112814.275,30850.583,81963.692
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Petai,2025,2337.795,2337.795,0.0
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Pisang,2025,13133.126,134617.75,-121484.624
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Rambutan,2025,2929.163,10445.254,-7516.091
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Salak,2025,1325.1219999999998,1338.267,-13.14500000000021
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Sawo,2025,990.914,2752.802,-1761.8880000000001
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Sirsak,2025,242.881,1601.452,-1358.571
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Sukun,2025,229.43,1617.9,-1388.47
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Buah Naga,2025,67.64500000000001,3801.609,-3733.964
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Jeruk Lemon,2025,15.31,966.505,-951.195
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Lengkeng,2025,760.5,510.205,250.29500000000002
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Bawang Daun,2025,4041.598,4013.352,28.246000000000095
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Bawang Merah,2025,577.65,13281.55,-12703.9
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Bawang Putih,2025,4.0,0.2,3.8
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Bayam,2025,265.707,4230.219,-3964.512
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Buncis,2025,10306.635,4233.31,6073.325
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Cabai Rawit,2025,24032.015,27280.977000000003,-3248.962000000003
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Kacang Panjang,2025,12902.219,7758.957,5143.261999999999
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Kangkung,2025,807.6279999999999,7019.041,-6211.4130000000005
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Kembang Kol,2025,2543.825,801.15,1742.6749999999997
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Kentang,2025,2162.4,2162.4,0.0
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Ketimun,2025,13685.74,6146.168,7539.572
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Kubis,2025,8431.6,11576.85,-3145.25
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Labu Siam,2025,5660.6,7958.75,-2298.1499999999996
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Melon,2025,615.6600000000001,830.5649999999999,-214.90499999999986
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Paprika,2025,0.0,3.0,-3.0
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Petsai Sawi,2025,8388.228,11414.652,-3026.424000000001
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Semangka,2025,1433.42,9174.8,-7741.379999999999
Bengkulu,1,Produksi Tinggi dengan Hortikultura Dataran Tinggi Menonjol,Stroberi,2025,11.7,26.3,-14.600000000000001
